"Year","fishing_hours","mw_fishinghours","Fishing_category_FO","Lat","Lon"
2009,9.61845144836837,1.31026878223241,"Otter",60.15,-9.75
2011,0.0182487901224724,0.00179492851806856,"Demersal seine",49.95,-3.85
2012,0.0159085825974337,25.1438347417849,"Midwater",60.55,-4.05
2015,1.3757728015128,1.14358622855548,"Otter",72.95,29.65
2009,1.12893109297179,0.389574662359981,"Demersal seine",51.45,-10.15
2012,0.00281907701500004,0.129840685590293,"Otter",60.45,-3.65
2013,0.0000723139420884585,2.33839169329801,"Static",67.55,11.45
2012,24.3172097486449,1.08127745612807,"Demersal seine",54.85,2.05
2014,21.775632924935,3.10530246182811,"Otter",73.25,14.85
2012,7.9555377525843,156.385776390833,"Static",58.95,-4.55
2013,162.334000659717,44.676275872559,"Dredge",57.55,-6.65
2014,0.325200824629548,0.00334979686824231,"Beam",54.35,4.95
2015,0.00262796786065845,1.92898254100523,"Static",74.85,38.75
2009,0.0717532701535144,324.073064400093,"Otter",56.25,12.55
2011,0.0914744660242064,0.0000970685297054738,"Midwater",63.25,20.85
2013,1.34502780580913,243.291241726006,"Otter",78.95,24.45
2015,1.41448973790229,2.34057604953755,"Midwater",54.35,2.15
2009,1.60659711929129,38.5381918708771,"Otter",62.95,-39.85
2014,2.65240474374126,0.944197906991673,"Otter",48.85,-7.45
2015,0.284855605720439,0.204024614129728,"Beam",55.55,5.15
2009,1.31703655353829,0.256153089325011,"Midwater",52.85,-12.35
2014,0.010196891969736,67.6160683256719,"Static",74.95,24.05
2012,2.23835103341394,1.82814718779901,"Demersal seine",53.95,6.05
2009,22.8489470637538,0.750678295483157,"Midwater",48.65,-15.05
2011,46.5323382440345,10.4040341243623,"Static",72.25,25.25
2012,0.435389525261548,1.24903316951428,"Other",54.75,6.85
2011,8.38934258803632,0.0869909291419732,"Otter",74.15,17.95
2013,0.0578409871795414,0.000528872956390382,"Static",70.85,22.15
2014,28.786289331588,71.9675736418292,"Otter",57.85,-2.55
2010,1.7353375181859,0.000000915634061343924,"Midwater",72.25,12.55
2009,141.380979831825,0.00134790867437605,"Static",43.95,-8.35
2015,0.08599824299338,0.484638312841387,"Midwater",54.65,0.65
2012,2.06965297595667,0.00811398829881266,"Midwater",54.65,14.65
2014,71.7239129183299,87.2754418699516,"Static",72.35,15.65
2013,190.832452904547,0.544746952366843,"Static",61.45,0.35
2014,0.0148515016406762,0.000254189801309677,"Midwater",69.35,-18.15
2014,0.00308090154661423,0.265851773793406,"Demersal seine",75.95,20.75
2012,20.6988590749482,0.116284292659624,"Static",47.65,-4.85
2015,3.89650333027163,1.17656318310768,"Dredge",58.35,-2.65
2011,0.770570615482746,4.95084142227754,"Otter",59.75,-0.75
2009,2.13537366171729,758.322159886986,"Midwater",59.45,21.65
2012,0.000254162200906487,2.62727073395325,"Static",49.15,-6.25
2012,4.99514372783668,75.272410085041,"Dredge",47.75,-4.85
2015,59.4925177812142,2.53888138365232,"Otter",51.45,-13.15
2012,0.61291814334339,1.17275682965892,"Otter",63.35,6.95
2012,3.50472615370006,43.8391343988288,"Midwater",58.55,0.05
2013,3.97358304367517,6.54828454071278,"Otter",72.65,15.15
2014,31.5417195689683,2.35732611940765,"Dredge",49.85,-0.95
2011,0.00316308356601706,3.43523598234346,"Static",65.55,10.65
2010,13.2963584467383,10.2219038301876,"Midwater",49.65,-2.35
2014,0.032167719238124,3.43013252780656,"Otter",54.35,3.05
2013,0.0125501918192512,6.06679425200688,"Otter",57.45,-0.05
2015,2.40610071574139,0.410209518567499,"Midwater",62.55,3.05
2015,0.00123607049871957,0.101879601318831,"Static",51.15,-10.55
2010,0.130262991936227,0.715915221501503,"Midwater",57.45,17.25
2009,0.168980974782921,2.33583985677894,"Otter",57.15,5.75
2011,2.26916148459895,2.79473789928304,"Midwater",51.55,-5.65
2011,1.75644266596241,0.0393402723095487,"Midwater",70.55,19.05
2010,0.659830036623855,24.9829094342367,"Otter",75.15,17.45
2012,2.23991133337692,65.5738139417616,"Otter",55.75,17.85
2012,2.16440311523721,1.28777034976468,"Static",53.55,5.75
2011,19.7854333520431,0.679917629657234,"Midwater",59.25,2.75
2012,0.00000000067351404430953,0.986437670574484,"Otter",81.25,26.55
2009,20.2386529990417,3.49650044732132,"Midwater",45.15,-1.45
2011,0.00408979548234375,0.0000526343642701098,"Otter",49.65,-11.45
2015,4.84758837411444,92.921630076602,"Static",48.55,-6.75
2015,88.5637582928901,0.467549702756028,"Other",49.95,-9.05
2015,0.00910541404505382,0.035347409647536,"Static",75.25,17.85
2015,1.47554665159184,1.45649074502099,"Midwater",59.45,24.05
2013,0.544725081418136,14.5538457453696,"Otter",57.35,2.05
2015,0.527602043205919,0.0852969489376313,"Beam",53.45,2.45
2011,0.359748543354912,57.0750820206093,"Beam",55.25,4.25
2013,0.377955632922767,0.115591683531098,"Beam",56.85,7.85
2014,0.00595010808138403,33.1704605425022,"Beam",55.25,3.25
2014,10.7364650282545,0.156724387451436,"Static",37.05,-8.05
2009,6.75101970639945,5.37446285239432,"Static",51.65,-10.25
2009,0.5160392417784,31.2836453277963,"Midwater",44.75,-1.85
2010,0.381248240831566,0.0584876746617998,"Dredge",49.95,-4.65
2010,13.084508046347,0.191637006444227,"Dredge",50.35,-4.15
2012,253.245137082314,1.09421179998465,"Static",61.25,4.25
2012,0.00010187776871035,0.00958067929433447,"Otter",43.65,-1.85
2012,1.75030921380069,0.544321909431285,"Otter",54.95,-1.35
2010,8.99391978984495,0.0000000235325340215444,"Otter",49.45,-9.75
2011,0.00165652055373277,26.1871440116966,"Otter",49.65,-9.65
2015,1.07626747406379,0.330771179438086,"Midwater",59.25,20.85
2014,0.476739009856415,7.20926043460403,"Midwater",51.65,-13.75
2014,0.00428437818450064,0.455246912035365,"Otter",75.85,21.45
2014,0.0124648628213826,36.087081642874,"Otter",59.75,-5.45
2011,1.43370932652125,1.76986403262228,"Midwater",49.15,-10.75
2015,5.94006217054095,0.0305162587582828,"Otter",80.35,16.55
2011,113.33752343669,7.64702537751538,"Beam",56.65,6.55
2011,0.00242746856568112,0.608882109728535,"Static",69.95,16.75
2014,1.65983985684351,0.436204399198532,"Demersal seine",45.65,-1.65
2011,1.33189464071744,14.2850206162417,"Static",71.75,28.65
2009,2.70472596381196,6.4082439743495,"Midwater",44.55,-3.25
2011,20.6403653204311,4.37792422696051,"Beam",51.75,-7.05
2011,9.59128413097927,0.0105345925286848,"Static",56.85,4.35
2011,2.29818802376057,15.6322073800842,"Dredge",58.55,-2.85
2014,0.289644426207693,1.15593549611494,"Static",68.95,14.15
2011,0.000028072970572347,1.63985874535126,"Static",50.25,-9.45
2011,0.0989600056860909,0.873616076740343,"Midwater",64.85,10.15
2009,2.77947787908569,6.35265328748022,"Midwater",55.15,5.35
2009,1.026377541463,4.40453331793177,"Otter",59.05,-3.55
2014,0.468421621150984,2.01970726717575,"Midwater",54.95,-17.55
2010,0.0791642259723413,0.927978960610855,"Otter",58.95,1.85
2014,0.0385888942466718,0.49303894799052,"Otter",56.95,6.65
2015,5.37097185076772,0.265816363562156,"Otter",76.25,38.35
2015,144.907869888642,0.0283656267997479,"Otter",55.25,13.35
2012,0.000243556531472722,2.14713383860483,"Midwater",60.65,2.65
2013,0.000112168877733149,8.21707454442096,"Otter",49.45,-8.55
2010,3.45216155140833,24.5533887584571,"Midwater",72.05,15.35
2011,26.6710389443691,7.82751301059582,"Otter",51.55,-11.25
2014,88.0902222648295,51.517533274385,"Midwater",55.35,5.45
2013,7.29821001755017,0.12649132335994,"Otter",45.45,-1.35
2015,13.9692681548954,112.891923907308,"Dredge",49.75,-4.25
2010,0.0111201488243983,0.0186464170251061,"Midwater",20.05,-17.85
2013,0.171215649713659,0.00716907520468783,"Midwater",61.25,-1.65
2013,0.0165753806204013,0.0109695479234938,"Otter",56.85,-0.05
2012,4.77852650171509,0.0890990167735217,"Midwater",59.15,-2.05
2015,0.0293059522080009,0.16207069154836,"Static",48.75,-5.35
2009,0.116582817752452,0.00000626618354016509,"Otter",63.05,-39.35
2013,0.645431772807315,21.8365833514837,"Midwater",71.75,8.55
2012,0.0198183220840776,2.81269717057196,"Otter",76.15,35.45
2014,24.4745874684663,7.58011823297266,"Static",70.95,23.75
2012,0.290427151721382,0.00167904309637312,"Midwater",56.55,19.85
2011,0.0000232509328098157,4.09824758214757,"Dredge",59.15,-2.35
2012,13.8465832440451,3.0275113417347,"Midwater",51.75,-16.95
2011,0.00277679645533318,0.227358694123507,"Otter",77.55,27.15
2012,1.04441854022474,6.98193194035107,"Otter",55.05,1.85
2015,0.00996326652597492,111.380514826038,"Midwater",52.15,4.35
2009,0.511154162266986,3.85309070262646,"Static",52.65,-14.15
2009,1.78154364754585,0.0992368413511581,"Beam",50.25,-3.55
2015,2.26424744660239,0.0658190233626331,"Demersal seine",58.25,3.95
2009,0.0834940492961232,12.8395770037413,"Midwater",56.35,0.85
2012,0.00348994544425008,24.4619954312078,"Demersal seine",57.25,5.65
2010,0.203567601301903,0.875023467445698,"Static",53.55,-13.45
2011,0.0000171102751091747,0.0212188159844567,"Midwater",56.55,11.75
2009,0.136394410247824,0.219391666009497,"Otter",57.95,-8.65
2013,6.19324587105753,0.0578930487093749,"Demersal seine",50.15,-2.55
2009,0.0445140536518467,0.4437212110398,"Midwater",56.55,1.15
2015,0.0201760917258564,1.06216095475394,"Otter",56.45,3.05
2015,0.0172501355690186,0.00294025117807912,"Static",47.45,-5.95
2013,0.812143312394599,72.8588594432858,"Beam",54.15,7.05
2014,9.41848854969994,102.79984620536,"Static",52.15,2.65
2015,2.73538779952172,75.9959151970202,"Otter",49.65,-9.85
2014,1.17650314505751,0.13491246449624,"Static",56.05,20.05
2010,4.96064425827692,0.0477981903645102,"Beam",53.95,3.05
2010,0.191075593611341,0.799831553765664,"Midwater",55.35,14.15
2011,1.48114744675189,1.19004565441256,"Midwater",58.75,-0.55
2012,2.17407781780893,2.21329114123953,"Static",44.85,-2.15
2012,2.10711909987174,1.63843745156334,"Otter",57.25,9.25
2009,1.02581736517618,0.0293479888409652,"Otter",54.95,1.95
2014,14.1919529815501,0.0468065449456665,"Demersal seine",50.65,1.05
2009,0.0257185735682025,4.29836664697758,"Dredge",56.25,-2.45
2012,15.3869478852738,0.00249560074391798,"Static",56.15,15.05
2009,6.30083119263772,103.283453079343,"Beam",54.55,4.55
2012,251.953339435651,0.725852164711298,"Otter",56.55,-8.15
2015,17.668060382675,0.155196869234757,"Demersal seine",52.75,-11.15
2012,0.301704841116011,0.000066975530453905,"Midwater",59.85,24.95
2014,0.0766606330227877,57.855431087833,"Otter",56.25,7.35
2015,0.508415974093106,0.885589044845346,"Beam",55.25,3.55
2012,0.0333586336879193,0.463747069289122,"Otter",73.65,17.55
2013,0.222855073144267,0.275120247029756,"Otter",50.15,-8.75
2012,0.0193380317230431,3.88997696559572,"Static",49.05,-1.75
2011,2.90603399056422,0.0132990474737402,"Otter",59.75,-3.65
2015,20.6475573025686,0.0525159174957137,"Otter",56.95,20.75
2013,10.4996953082351,2.75704502344175,"Midwater",54.95,14.95
2012,0.0456819054327141,1.08241393145571,"Otter",76.15,33.95
2014,0.0159187349124924,0.780474377816884,"Static",73.45,30.65
2009,13.6739701692995,164.381057338129,"Midwater",54.75,-10.95
2014,181.168840878294,0.0451674056499122,"Midwater",59.65,20.75
2010,0.029257575193368,0.0421528989189516,"Static",58.25,-14.25
2015,0.0450101339345384,10.3263307107326,"Midwater",55.75,6.35
2013,0.0370540808636291,5.40115061961267,"Otter",76.05,27.65
2014,28.869697429949,95.8094103161239,"Static",74.75,24.15
2014,0.605297592630018,25.1986976396736,"Otter",58.95,-1.75
2014,0.23144227966994,1.21740366744964,"Otter",75.55,32.15
2009,0.0246108569657791,2.38314910387698,"Otter",54.25,-0.15
2015,0.0518769773570085,0.234279463877997,"Otter",43.75,-4.95
2012,0.108626113022535,4.9090582737232,"Otter",55.05,0.05
2015,0.113592693866864,1.64008916520015,"Static",74.15,18.05
2014,6.39669555053072,23.7805258943902,"Static",53.35,-4.05
2009,88.7447085861178,0.0151408362593644,"Midwater",66.35,9.05
2013,23.8034300604136,8.61657003723226,"Otter",74.35,29.75
2010,23.7234829384368,296.294878915079,"Midwater",-40.15,-84.95
2010,33.5779515635304,0.701477210725124,"Static",39.65,-9.05
2014,4.97036313945897,0.0456445566756602,"Otter",56.75,-6.55
2015,0.873417057680658,4.58380167673705,"Otter",48.55,-9.35
2015,3.7650734169721,0.772449126664966,"Midwater",63.75,2.75
2013,0.541634649710057,0.608457431336306,"Static",72.85,25.45
2011,0.447648480344814,83.40186277304,"Midwater",50.35,-2.75
2011,0.0254898858784936,0.671613974613962,"Midwater",53.05,3.55
2015,0.801781005023638,1.43405417722251,"Static",56.15,8.15
2010,0.0154780176697018,12.8424150336855,"Otter",55.85,0.15
2012,41.3262740367129,0.064353553446679,"Otter",48.75,-10.25
2009,3.25183410768257,8.28228206061067,"Midwater",73.15,7.45
2011,0.142261582346842,42.10872223727,"Midwater",55.25,0.95
2015,0.02255667024163,0.643499024218021,"Otter",45.25,-2.45
2015,0.115671689084528,0.0000127732273432504,"Midwater",55.35,18.35
2009,0.0123328494972668,0.224111752344996,"Otter",48.15,-9.55
2014,149.595681649318,2.87161936493036,"Otter",57.65,3.65
2013,5.61435236646498,1.67396209817743,"Otter",76.35,37.25
2014,2.85805259974155,0.133077466270394,"Midwater",53.85,2.95
2014,1.06301664249624,0.778203313093847,"Beam",45.15,-2.45
2010,4.05019937541464,2.05538445684394,"Otter",59.25,-2.25
2012,3.73593125436821,0.151079367149745,"Static",70.95,34.65
2013,47.6285883331138,0.572971123182308,"Otter",52.25,-11.15
2011,5.84069537939539,46.2714099873864,"Otter",72.65,24.75
2013,10.0529967072286,4.09129900664186,"Static",74.95,20.05
2013,366.827974638971,2.8237247659037,"Static",45.45,-2.05
2014,37.9070820332882,1.18229897272359,"Static",50.05,0.85
2013,1.15242672466585,2.42971922226054,"Static",72.05,27.75
2011,3.96894121391088,9.10727701190444,"Midwater",57.95,-1.75
2012,0.00215103095477539,0.0122891797240965,"Static",51.95,-13.45
2015,1.2343376639314,0.00115686992359868,"Static",53.85,-13.35
2013,3.94769308378992,0.479224810460688,"Demersal seine",59.05,4.35
2015,0.625580762095858,1.41502864102512,"Static",67.75,12.45
2015,0.0000965387241650494,0.0486466983540072,"Otter",73.95,17.95
2013,0.0779777396036798,0.0127344248587475,"Midwater",50.55,-9.55
2014,9.28758020122583,0.021839138393136,"Midwater",55.25,16.25
2011,0.0494535229625838,2.71839888692928,"Midwater",52.35,-13.75
2015,0.286114360030201,0.00829204118796682,"Static",36.65,-14.45
2015,11.4252956668089,0.00348831223280163,"Midwater",50.15,-6.55
2010,61.8525153285816,0.610948550072227,"Static",55.35,4.55
2012,2.09876962583401,30.0027269517896,"Static",66.25,7.55
2010,0.714164658651107,6.65043999779221,"Beam",52.65,2.05
2014,0.0599738384035196,5.98908531373469,"Otter",56.65,7.15
2015,0.128359675944793,0.917835705373692,"Beam",49.95,-3.95
2009,0.00854607849656549,0.875860650102053,"Otter",60.35,-2.75
2015,1.22005934090444,16.8975131423136,"Static",58.95,18.25
2014,0.0407304947453428,3.46782607326326,"Static",47.25,-4.35
2014,81.8299449291164,61.1494627837189,"Otter",54.95,12.65
2014,0.425999528318116,28.0531702690326,"Static",52.15,-13.05
2014,4.07280504700524,0.0404731307465879,"Midwater",53.95,0.55
2011,0.0344202567175965,0.00902609416840466,"Midwater",19.65,-17.25
2014,1.89259259738815,117.875418855693,"Static",69.95,38.95
2013,2.71968773413746,27.127141544502,"Demersal seine",50.25,-2.35
2013,1.75585421720064,0.0937962850003375,"Otter",60.75,2.75
2012,63.1252866578492,4.82301339006972,"Beam",53.75,3.95
2013,70.4789260036572,0.00000292108352851539,"Otter",57.65,11.05
2012,354.528876779969,0.00913401561000516,"Otter",37.15,-8.05
2013,0.738624758242388,0.201228848019335,"Midwater",57.65,-9.05
2013,10.016503609575,96.7625060643236,"Static",55.45,5.35
2014,0.847364991360261,0.0892893276502892,"Static",60.65,2.85
2010,0.183347016025883,2.04461115493657,"Otter",54.65,6.35
2012,3.93824496924087,90.9213719460371,"Static",65.75,8.15
2009,19.2773096770478,5.63458989763962,"Static",55.65,15.25
2013,5.37728117824776,3.40978879252483,"Static",50.65,1.25
2012,538.972004544587,0.837016213382595,"Static",67.55,12.55
2014,0.999578257376317,3.65865039407125,"Static",55.95,5.85
2015,1.70685828833235,0.0403500958124569,"Dredge",53.55,-5.25
2012,0.00881665767116566,4.04948390716287,"Midwater",57.15,19.25
2014,0.0564694542512012,0.00752002078685526,"Static",74.15,29.95
2013,243.450698783726,4.74684002204579,"Demersal seine",50.65,-8.45
2010,2.46510675547539,0.00254356265074916,"Otter",54.35,5.05
2012,3.05193375759651,0.0408457713015449,"Otter",59.95,2.55
2012,0.397069076530278,8.01735034974482,"Demersal seine",74.85,20.65
2014,1.52085099902513,207.950930743755,"Static",36.35,-11.55
2012,0.0400371646775785,39.3558395867091,"Static",67.85,13.45
2013,0.0948297464233584,0.241751715448509,"Midwater",46.05,-5.95
2013,1.85371557915951,0.13210293885531,"Beam",54.05,0.75
2015,0.00298818717862007,0.0336457656156822,"Midwater",59.55,-5.05
2015,0.00246246981004282,0.00502850875326277,"Beam",51.75,2.95
2014,0.565449563437072,3.12616682396782,"Otter",60.95,-2.95
2013,0.930113034871695,0.00554593826344025,"Demersal seine",51.95,-6.55
2012,9.85715768402053,14.3491590418403,"Static",58.05,10.15
2011,0.651625125988191,75.6294357528559,"Midwater",62.05,20.05
2015,35.0075602412911,2.76614238499015,"Beam",55.35,7.85
2011,5.26547771647133,11.2800075679095,"Beam",48.65,-6.25
2011,195.109569544246,0.832349267433857,"Otter",47.65,-3.35
2015,0.00811117917908314,0.291952270775324,"Midwater",62.75,19.65
2012,24.0192183621327,0.302048836324738,"Demersal seine",60.45,-0.95
2013,0.0287685123982899,22.0923773266118,"Otter",59.65,-4.55
2014,0.408449904660832,0.0000477514291115287,"Otter",74.75,22.35
2009,0.0129077772725173,0.031980330286677,"Beam",51.95,-6.85
2011,3.87613884372092,285.796986901525,"Demersal seine",57.45,9.35
2015,1.3867283818139,0.49023898731035,"Midwater",55.05,-9.85
2010,12.6271674746539,58.8412059090275,"Midwater",47.65,-7.95
2015,0.124486102065125,0.00000298520258642241,"Midwater",57.85,1.45
2013,3.68936472435331,1.31561135470265,"Midwater",46.15,-4.05
2015,0.202161173318196,0.0411083175466581,"Otter",57.65,-6.45
2013,0.499206199463799,0.697658532359648,"Otter",50.25,-8.15
2010,2.38323820505021,99.942321265513,"Otter",58.35,-5.55
2014,5.31838821354485,1.86457009697787,"Static",72.25,28.95
2011,6.59028795406704,0.547678111637574,"Otter",48.15,-9.75
2012,0.0509935950808698,6.62880095956157,"Static",55.25,3.85
2015,0.120331207201403,1.14748860578292,"Otter",50.05,-1.45
2014,2.42673827571135,3.45475542892125,"Otter",54.05,-5.65
2013,0.697988489695308,0.0625163105483638,"Otter",55.15,1.15
2013,8.79034656634824,10.5798893750613,"Midwater",49.45,-11.65
2010,221.74433587959,189.358140311735,"Midwater",57.85,17.15
2015,0.259076154407818,0.227269284281272,"Otter",71.35,33.15
2010,0.0916549760144609,3.32456675587729,"Demersal seine",57.75,9.95
2014,12.5232499917021,0.04092912134661,"Midwater",51.65,-10.75
2015,0.148580212606285,24.9607838194784,"Static",74.15,32.95
2015,123.73529031078,0.00352362281450925,"Otter",57.25,-0.75
2015,8.35535851850315,0.0000000000233341699671699,"Static",73.65,33.05
2013,13.5812643194487,2.33499155930417,"Static",74.85,24.75
2011,34.885160284816,1.69430748691483,"Otter",71.25,23.15
2011,0.367900339273363,0.0772706405647511,"Otter",53.55,-5.95
2012,7.08758166211121,30.3687772152094,"Static",75.75,18.25
2009,0.0986522075908296,17.1649957031917,"Demersal seine",57.65,6.15
2009,124.591324961039,0.0544792861462993,"Static",54.35,3.95
2010,0.236077362817943,0.0591858338327204,"Static",56.65,7.35
2010,1.77582902984025,17.3625791022205,"Otter",55.35,10.95
2011,52.6336106796898,88.4427043906741,"Otter",60.05,-6.75
2015,0.313870768352146,1.44621496452419,"Midwater",56.45,-9.25
2013,6.36196675537223,50.3112226135463,"Otter",55.85,4.35
2009,22.6919532759723,10.3443245736503,"Midwater",62.55,20.25
2012,13.7074711173197,48.9476068707202,"Otter",49.85,-3.75
2010,305.314668690866,0.749085039328505,"Midwater",72.75,7.25
2015,1.91464478428231,1.74253824443681,"Other",51.05,-9.25
2012,1.08292520561806,0.0000645883312136044,"Otter",50.35,-7.65
2013,5.30277270805672,1.02839139127939,"Otter",67.45,10.55
2010,5.33700476814814,0.0307140811129927,"Otter",57.25,1.85
2010,7.70351179488861,6.1095079878808,"Otter",49.95,-2.65
2011,2.22978674882152,23.720923742423,"Demersal seine",70.75,25.95
2012,0.112779226363828,0.728877987367075,"Otter",58.85,3.05
2009,0.00182010062558381,0.390945637627967,"Otter",57.05,-0.45
2014,1.85425918064104,0.0118506522316105,"Beam",51.15,-7.75
2011,0.0278614007161066,10.4456449230838,"Other",54.75,18.85
2015,0.969045827650842,0.0289435210086384,"Otter",76.35,34.85
2014,22.5870512487483,0.00476262717564672,"Demersal seine",59.25,-0.55
2012,0.0143228258401927,0.000254812632286359,"Otter",73.15,31.95
2014,77.7509755647411,0.000131744037098527,"Otter",56.85,-9.15
2014,3.43881655814105,19.527099292744,"Midwater",59.15,20.95
2013,0.633972308939411,0.000898754967418328,"Otter",67.95,10.75
2012,2.46893632505061,41.3574396905127,"Midwater",54.55,-9.55
2013,140.336665874249,3.13244351250087,"Static",64.45,8.85
2012,23.3182423123874,1.90842382920252,"Otter",57.45,6.35
2011,0.0393264589152085,6.00247985642658,"Midwater",66.25,3.15
2010,0.677762089104567,0.0992393200041711,"Otter",62.15,-5.15
2011,0.155150082392876,0.0120600705721419,"Midwater",55.65,17.25
2013,27.3152226618101,0.802087987910515,"Midwater",71.25,25.75
2015,100.07539192782,0.771325393645194,"Otter",70.75,20.95
2012,2.78595398991628,17.0724702958966,"Static",58.75,-4.85
2014,9.6968256504853,0.506772222152589,"Static",49.05,-3.45
2013,7.13245659704412,0.930201282246816,"Demersal seine",74.45,21.05
2015,0.125105976792756,0.000683667080977333,"Dredge",56.25,-5.95
2013,0.303364525916961,0.0000629532509859667,"Midwater",53.75,3.75
2014,18.0018429894406,0.0153004045412479,"Beam",52.15,2.35
2011,150.876540414488,4.62470825984501,"Static",36.65,-11.35
2011,0.89850765234907,0.0149217246135583,"Otter",73.95,34.45
2014,0.00911373923499131,2.08521362892314,"Otter",74.25,22.85
2010,2.411061903772,0.00466726851649552,"Otter",42.15,-9.05
2015,1.44268629808918,54.8226870789644,"Midwater",49.45,-19.85
2013,0.853328029201629,1.01496868117766,"Otter",69.65,20.35
2014,1.13988483013506,39.2714515747281,"Midwater",60.25,21.95
2015,4.14793218585077,0.815824318472673,"Otter",50.65,-7.85
2014,0.0187716541564533,0.0000000038404923826536,"Dredge",53.75,-4.65
2015,13.0521992626553,0.0658671434182885,"Midwater",72.45,5.95
2014,26.6673227732702,7.55338874744467,"Static",45.05,-1.15
2015,3.26389658363844,0.41985136767727,"Static",53.45,4.95
2010,0.307836243899923,2.62003613361113,"Otter",75.95,16.45
2015,0.36862413554773,2.30699890745873,"Midwater",50.35,-16.05
2010,26.7163825702993,1.28904033324278,"Midwater",54.25,15.15
2015,2.84585468505143,1.32523900589507,"Midwater",56.05,6.05
2010,0.00122872992283594,0.0000000763080845565443,"Midwater",-39.95,-86.05
2010,0.186415119958708,0.000574924983440084,"Otter",54.05,3.85
2009,0.262736789603078,11.0561459098986,"Static",48.95,-2.45
2014,2.05291085361038,0.555105875207995,"Beam",53.05,4.15
2009,1.39958698454446,13.7406996572953,"Midwater",54.55,18.85
2010,2.68489080113289,37.8956290333388,"Midwater",60.85,18.05
2009,0.775761805958282,0.0194710726490068,"Dredge",55.25,9.65
2010,3.49997939552326,0.000000000144417836895934,"Static",55.35,5.85
2015,1.79897947232712,7.92939480251507,"Otter",59.05,-1.65
2009,5.46964028177046,51.6843835021305,"Otter",61.05,-10.45
2013,0.537097560035678,10.7564238042252,"Otter",56.95,6.55
2012,0.50989486866732,3.74401918714658,"Midwater",54.75,-0.15
2011,31.2522490003916,0.132251548526845,"Beam",44.75,-1.85
2012,0.0462095535813498,0.0682041780755395,"Dredge",48.65,-2.85
2009,1.71429929029555,12.0255245238714,"Static",46.75,-4.15
2013,0.000152687890454411,0.000000400296161624654,"Otter",55.65,-0.95
2009,2.52829396252949,2.78769592780766,"Otter",63.45,-26.35
2013,5.78363610737701,100.887820461739,"Beam",52.05,-6.05
2013,0.00375745398280964,0.0551980136466837,"Static",49.35,-4.95
2015,20.8029285810506,66.8012318826835,"Otter",66.45,6.55
2015,2.52781950784576,0.531654462516066,"Midwater",56.35,-7.05
2011,83.0005777920993,0.0140714563602986,"Otter",51.25,-8.75
2012,22.98778705112,2.08728045335177,"Otter",58.35,-1.95
2011,0.414077911718094,0.118014617517284,"Midwater",50.35,-6.55
2009,4.93560051022536,0.00932721495501629,"Demersal seine",60.55,-2.05
2010,12.2286704817862,218.69902573232,"Otter",53.35,-10.95
2014,0.0243783672012363,34.7641097468025,"Otter",54.85,4.25
2012,0.211886459891052,0.102918743815518,"Static",75.35,18.05
2015,0.349579571115827,0.303093218075409,"Static",62.05,3.65
2013,9.26847202904118,1.10346090879943,"Beam",55.45,4.15
2014,83.6213176541065,0.79670699581978,"Otter",54.45,3.65
2009,0.4996840951487,0.242796558805397,"Otter",59.75,3.75
2012,3.88492098640476,4.45128051043264,"Otter",73.75,33.95
2009,16.5550485265861,12.7439527318677,"Midwater",61.55,20.55
2012,0.131974671705979,0.0526535451710256,"Static",50.55,-9.75
2010,6.82530855747624,0.23033202289369,"Otter",76.05,28.25
2013,11.2760537399527,0.468836546607335,"Midwater",59.95,-0.75
2010,0.0000203015554633033,0.804633726286693,"Static",38.75,-29.95
2009,12.7747694360791,0.200160803970623,"Otter",56.65,5.65
2009,2.5899396717027,22.9259548586154,"Otter",51.45,3.45
2014,0.0276580328372621,1.76254452736406,"Static",61.75,-4.65
2014,0.0380109470933792,0.0611393686938561,"Otter",54.35,14.85
2015,0.00053855358230579,0.000265433066836954,"Otter",65.45,3.25
2009,0.164169938039952,54.6155874946506,"Otter",57.35,11.95
2013,188.91906211563,2.72277003459561,"Midwater",58.75,-3.65
2010,3.12329289464501,7.87127817931378,"Beam",49.55,-1.95
2010,0.760883539314804,0.000000088041182568707,"Otter",51.65,-6.65
2009,8.21672928691675,2.55684827292602,"Otter",56.85,5.45
2014,1.38241224391148,14.1596472892128,"Midwater",56.65,18.05
2011,0.0112985972419495,0.9205211880743,"Demersal seine",49.75,-7.65
2015,92.032768125533,0.000150220832546547,"Midwater",63.95,0.55
2015,0.000212622795039278,16.9784233382272,"Midwater",61.05,-5.25
2014,0.000292680496297321,0.00291228154953449,"Otter",46.75,-3.25
2009,1.0274785991599,0.00471383945604342,"Static",57.55,-19.95
2009,1.54418161762442,0.243935408154111,"Beam",54.95,2.25
2014,10.3414939613284,0.829513269842693,"Demersal seine",57.45,6.35
2014,0.0619413515272118,0.0329103025719337,"Midwater",59.65,-2.85
2012,180.123382188195,0.305400839364929,"Otter",59.05,-0.05
2010,85.7950721401281,6.96500061345733,"Midwater",60.25,-0.45
2010,0.164836981224802,0.000348851705189529,"Midwater",60.65,-0.75
2012,0.16661008524131,0.126415928981693,"Otter",52.95,4.15
2010,0.0000000104045084984053,4.09976509248857,"Midwater",20.15,-17.75
2013,0.00378099450530148,3.11919778294962,"Otter",76.75,38.95
2015,3.18413292829588,90.7890632689589,"Beam",49.75,-6.65
